Gene	Symbol	UMSCC1_NTsh	UMSCC47_NTsh
ENSG00000005156	LIG3	19.008804721483585	9.629978606637636
ENSG00000005175	RPAP3	40.766988733222	27.21140636967394
ENSG00000005187	ACSM3	2.6059415432775377	2.4872173123225103
ENSG00000005189	AC004381.6	5.780494379380096	9.333508406941641
ENSG00000005194	CIAPIN1	118.94557048069952	65.36459772622302
ENSG00000005206	SPPL2B	7.759763980741757	5.959866194765977
ENSG00000005238	FAM214B	10.374411879714595	8.627429733822341
ENSG00000005243	COPZ2	9.96346428645574	34.02096590021554
ENSG00000005249	PRKAR2B	1.798334745055418	0.5928370169238522
ENSG00000005302	MSL3	12.327389507097	17.102581338662286
ENSG00000005339	CREBBP	25.469255365262622	25.843254931040093
ENSG00000005379	TSPOAP1	0.04274489953512691	0.40582758766416677
ENSG00000005381	MPO	0	0
ENSG00000005421	PON1	0	0
ENSG00000005436	GCFC2	33.03588640946407	12.366070322349117
ENSG00000005448	WDR54	50.2295015521895	26.13573810526366
ENSG00000005469	CROT	12.379262872840435	22.519043276075735
ENSG00000005471	ABCB4	0	0
ENSG00000005483	KMT2E	25.867207230672822	30.448895271441437
ENSG00000005486	RHBDD2	67.79845389542987	93.54380390237021
ENSG00000005513	SOX8	0	0.11551761006666036
ENSG00000005700	IBTK	49.300443950830335	37.6261596709122
ENSG00000005801	ZNF195	15.896984621331649	19.818928808409872
ENSG00000005810	MYCBP2	27.88072999804309	45.530210084809795
ENSG00000005812	FBXL3	49.40973593632309	54.074638204737106
ENSG00000005844	ITGAL	0.9748505347935418	1.3448020415424073
ENSG00000005882	PDK2	6.375377199629962	10.742020707676604
ENSG00000005884	ITGA3	518.0041129856147	242.77243156969593
ENSG00000005889	ZFX	8.324163588014143	13.143518766535554
ENSG00000005893	LAMP2	129.10398413012874	86.16284192333659
ENSG00000005961	ITGA2B	0.6994423913843717	0.7378476639386615
ENSG00000005981	ASB4	0	0.22235572109248156
ENSG00000006007	GDE1	107.70359545638458	83.589965687258
ENSG00000006015	C19orf60	7.344689927422366	25.370820767115212
ENSG00000006016	CRLF1	5.145930701888201	4.580284722006907
ENSG00000006025	OSBPL7	2.4369665927602586	11.607445697580701
ENSG00000006042	TMEM98	26.666241171529173	4.737758684237721
ENSG00000006047	YBX2	0.42037729694398523	14.41243530013145
ENSG00000006059	KRT33A	0	0
ENSG00000006062	MAP3K14	24.714119210168423	23.70898273376348
ENSG00000006071	ABCC8	0	0
ENSG00000006116	CACNG3	0	0
ENSG00000006118	TMEM132A	19.824191999530157	56.471350068488775
ENSG00000006125	AP2B1	233.61131569834274	179.9703157405793
ENSG00000006128	TAC1	0	0
ENSG00000006194	ZNF263	19.007712065592226	23.516158567764574
ENSG00000006210	CX3CL1	0	0
ENSG00000006282	SPATA20	23.097751487304677	43.74370728945851
ENSG00000006283	CACNA1G	0.049987186046125336	0.2636595158180239
ENSG00000006327	TNFRSF12A	469.8308870653439	609.769956299665
ENSG00000006377	DLX6	4.502875864974946	2.820384722671307
ENSG00000006432	MAP3K9	18.808031880710388	25.29695763467209
ENSG00000006451	RALA	76.93701702482504	121.25333519885426
ENSG00000006453	BAIAP2L1	82.1351351665958	57.30097200435402
ENSG00000006459	KDM7A	4.580485413535838	2.3345582243970164
ENSG00000006468	ETV1	7.67153593769949	0.15972568047486652
ENSG00000006530	AGK	25.129887701252585	21.895942170203583
ENSG00000006534	ALDH3B1	1.83114091956622	26.039126790492432
ENSG00000006555	TTC22	9.778649363709889	13.190413122908085
ENSG00000006576	PHTF2	34.7463034686807	27.061316198433435
ENSG00000006606	CCL26	0.6874300132037265	7.2517570512101805
ENSG00000006607	FARP2	14.816017435759774	4.901992548291858
ENSG00000006611	USH1C	0	0
ENSG00000006625	GGCT	213.03271015316435	176.962851843533
ENSG00000006634	DBF4	32.40445785129397	21.336906640355398
ENSG00000006638	TBXA2R	0.34752996013020476	0.7332245582748855
ENSG00000006652	IFRD1	86.12601257961188	55.44277644255854
ENSG00000006659	LGALS14	0	0
ENSG00000006695	COX10	35.03769229341087	29.052751767584798
ENSG00000006704	GTF2IRD1	12.771726034785024	19.22463337441783
ENSG00000006712	PAF1	92.04450831965758	95.75526606443175
ENSG00000006715	VPS41	36.332539951794544	36.03047715045198
ENSG00000006740	ARHGAP44	0.10458476227170152	0.05516367286019166
ENSG00000006744	ELAC2	105.63193677753327	48.01017469664083
ENSG00000006747	SCIN	0.6680899448635719	0.13214506955573568
ENSG00000006756	ARSD	1.6568725666748139	8.010973721151958
ENSG00000006757	PNPLA4	6.7700169391013905	10.266262510684475
ENSG00000006788	MYH13	0	0
ENSG00000006831	ADIPOR2	125.00560432685472	81.87403963023348
ENSG00000006837	CDKL3	0.4762763388830529	0.3349519449234143
ENSG00000007001	UPP2	0	0
ENSG00000007038	PRSS21	0	58.56337608463331
ENSG00000007047	MARK4	10.044230852791342	18.96484550246151
ENSG00000007062	PROM1	0	0
ENSG00000007080	CCDC124	105.25133262401154	119.9746413254251
ENSG00000007129	CEACAM21	0.2471107888604027	0.26067925041519285
ENSG00000007168	PAFAH1B1	94.95111197510904	65.13857086762197
ENSG00000007171	NOS2	0	0
ENSG00000007174	DNAH9	0	0
ENSG00000007202	KIAA0100	243.58246957300338	89.81028234553446
ENSG00000007216	SLC13A2	0	0
ENSG00000007237	GAS7	0	0.20276199913482723
ENSG00000007255	TRAPPC6A	13.524614493427228	27.43698005441794
ENSG00000007264	MATK	0	0
ENSG00000007306	CEACAM7	0	0
ENSG00000007312	CD79B	0	0
ENSG00000007314	SCN4A	0	0
ENSG00000007341	ST7L	12.266273679074754	6.501458134014325
ENSG00000007350	TKTL1	0	0.1402668624151887
ENSG00000007372	PAX6	0.16416100301780237	1.2814936929489402
ENSG00000007376	RPUSD1	66.252463981095	67.67154261482506
ENSG00000007384	RHBDF1	13.530648298146284	29.276497239751382
ENSG00000007392	LUC7L	10.687221526517	12.351705492956667
ENSG00000007402	CACNA2D2	0.15353546008283167	0.32393169744728806
ENSG00000007516	BAIAP3	3.553474051331336	4.914817575839715
ENSG00000007520	TSR3	166.7208581177971	184.52483782889504
ENSG00000007541	PIGQ	7.920926242727251	19.23789121978559
ENSG00000007545	CRAMP1	8.92632757142744	10.027916379043589
ENSG00000007866	TEAD3	58.315550128624466	64.54301850332517
ENSG00000007908	SELE	0	0
ENSG00000007923	DNAJC11	60.43893331511292	59.42645843224648
ENSG00000007933	FMO3	0.14014599749403148	0.1478411919767366
ENSG00000007944	MYLIP	17.121608327542337	20.76254793316814
ENSG00000007952	NOX1	0	0.202441300045646
ENSG00000007968	E2F2	6.136607231666911	10.789264339156214
ENSG00000008018	PSMB1	334.52184902280453	251.675185739061
ENSG00000008056	SYN1	0.15123888729256182	0
ENSG00000008083	JARID2	28.320745112545744	26.300911184533764
ENSG00000008086	CDKL5	1.4211583874724185	1.2593212303512988
ENSG00000008118	CAMK1G	0.18136232784821782	0
ENSG00000008128	CDK11A	3.4068803334653093	3.267224300034708
ENSG00000008130	NADK	35.72414571309707	66.82318361971706
ENSG00000008196	TFAP2B	0	0
ENSG00000008197	TFAP2D	0	0
ENSG00000008226	DLEC1	5.0639633330534055	1.535062508441589
ENSG00000008256	CYTH3	142.89028198008452	95.99513396539477
ENSG00000008277	ADAM22	1.9494183028748022	0.2518111555777221
ENSG00000008282	SYPL1	185.1991371520539	181.4915133839323
ENSG00000008283	CYB561	58.385033301874394	66.11394188894857
ENSG00000008294	SPAG9	73.87594233512114	48.57398179975951
ENSG00000008300	CELSR3	1.1875545186716265	2.210755154294806
ENSG00000008311	AASS	19.133942859344675	1.6727533690332348
ENSG00000008323	PLEKHG6	0.7974833627354029	43.38559419281065
ENSG00000008324	SS18L2	74.60808444609238	24.004932295727723
ENSG00000008382	MPND	10.421828174797737	10.494343586260824
ENSG00000008394	MGST1	0.13046386809726637	43.83433715839173
ENSG00000008405	CRY1	47.65049741069735	37.624327496511896
ENSG00000008438	PGLYRP1	0	0
ENSG00000008441	NFIX	22.025248896547705	51.506116520943856
ENSG00000008513	ST3GAL1	0.055599219764214794	6.2171209838969546
ENSG00000008516	MMP25	0.4705046915383722	2.4816967901863247
ENSG00000008517	IL32	13.15778319445288	49.77747052615048
ENSG00000008710	PKD1	7.798385168058225	10.482701645404243
ENSG00000008735	MAPK8IP2	0.08224463469273528	0.26028167148725917
ENSG00000008838	MED24	59.88145378159333	28.312267797894847
ENSG00000008853	RHOBTB2	31.78956367746339	13.616331058921244
ENSG00000008869	HEATR5B	32.528524753473924	17.406868064892446
ENSG00000008952	SEC62	98.80367068181573	60.50954626678432
ENSG00000008988	RPS20	705.8399476945749	236.71551577875715
ENSG00000009307	CSDE1	621.314189029696	391.29065336673204
ENSG00000009335	UBE3C	95.59124405731507	51.58610525168575
ENSG00000009413	REV3L	23.787789448450308	13.103239211694932
ENSG00000009694	TENM1	0	0
ENSG00000009709	PAX7	0	0
ENSG00000009724	MASP2	0.5708369669746305	0.2408722878454193
ENSG00000009765	IYD	0	0
ENSG00000009780	FAM76A	6.977908820194892	6.091907361214939
ENSG00000009790	TRAF3IP3	5.072435191621716	4.4921593872838494
ENSG00000009830	POMT2	11.880972160656334	9.617418164398728
ENSG00000009844	VTA1	86.88009723469845	35.32071026652917
ENSG00000009950	MLXIPL	0	2.8708825111146097
ENSG00000009954	BAZ1B	121.86468434552141	99.81062182705634
ENSG00000010017	RANBP9	91.35199320966642	76.63549386182694
ENSG00000010030	ETV7	2.4532043268163313	29.329600043344428
ENSG00000010072	SPRTN	22.515951824277288	13.60987563613679
ENSG00000010165	METTL13	72.66568139049102	43.07699069677849
ENSG00000010219	DYRK4	3.9904854239674212	2.903170103858456
ENSG00000010244	ZNF207	48.09753662639026	25.433883072260464
ENSG00000010256	UQCRC1	284.3564021490085	117.23509562152043
ENSG00000010270	STARD3NL	61.27961097922843	45.92223519963687
ENSG00000010278	CD9	135.4910178130968	254.0471404285763
ENSG00000010282	HHATL	0	0
ENSG00000010292	NCAPD2	182.62367250417594	109.07170249436356
ENSG00000010295	IFFO1	1.9588386268995674	1.5743964568608533
ENSG00000010310	GIPR	0.40990336935965455	1.5134367967517195
ENSG00000010318	PHF7	2.7386950392381313	1.9767337753491843
ENSG00000010319	SEMA3G	1.0653724770584994	0
ENSG00000010322	NISCH	24.79340419196778	13.077385349723027
ENSG00000010327	STAB1	0.32086126985765173	0.24177089526607423
ENSG00000010361	FUZ	13.983957658425638	21.34671453603355
ENSG00000010379	SLC6A13	0	0
ENSG00000010404	IDS	22.1457221128343	24.077987397260735
ENSG00000010438	PRSS3	9.62484642284881	7.384241074261136
ENSG00000010539	ZNF200	7.832008043203726	7.647518452297832
ENSG00000010610	CD4	0.7412784475786202	1.228827083999526
ENSG00000010626	LRRC23	2.383720969164199	2.011685846033158
ENSG00000010671	BTK	0	0
ENSG00000010704	HFE	14.110788059577462	7.668333755825954
ENSG00000010803	SCMH1	9.93133092608199	29.357630355956125
ENSG00000010810	FYN	11.98415636835718	13.954764223278724
ENSG00000010818	HIVEP2	30.736294228587408	11.681012140663274
ENSG00000010932	FMO1	0	0.14213604881050493
ENSG00000011007	TCEB3	98.57754040204134	55.366512683435495
ENSG00000011009	LYPLA2	118.2373361963477	98.8510911993379
ENSG00000011021	CLCN6	14.20021542697199	10.995118640025996
ENSG00000011028	MRC2	17.050068079673654	14.553198152188127
ENSG00000011052	NME1-NME2	1.5643048809728637	0.4125495953387903
ENSG00000011083	SLC6A7	0	0.3497886912881613
ENSG00000011105	TSPAN9	6.709961770462836	11.379192172306741
ENSG00000011114	BTBD7	25.094925910402626	23.44608936876491
ENSG00000011132	APBA3	7.7742939974159375	4.146658054660682
ENSG00000011143	MKS1	15.471389556605695	15.190990629148626
ENSG00000011198	ABHD5	25.092495790914334	20.821138766769106
ENSG00000011201	ANOS1	0.06805855971418186	16.584771426919975
ENSG00000011243	AKAP8L	36.96536175310934	30.430262239768254
ENSG00000011258	MBTD1	18.197182213150167	8.816106364270853
ENSG00000011260	UTP18	161.95355939148197	55.129877254657686
ENSG00000011275	RNF216	27.70923104803733	41.72934554316675
ENSG00000011295	TTC19	43.60283537990301	30.206983712878724
ENSG00000011304	PTBP1	375.328797320951	193.09670610618613
ENSG00000011332	DPF1	2.932175435486062	7.039643157462283
ENSG00000011347	SYT7	0.32610488111663427	5.504172528168668
ENSG00000011376	LARS2	33.74691192206315	11.676767639773589
ENSG00000011405	PIK3C2A	61.90485026769117	36.15635930899991
ENSG00000011422	PLAUR	23.08481600543598	40.893596819002966
ENSG00000011426	ANLN	260.26109447331714	289.19891323706423
ENSG00000011451	WIZ	23.946385009853053	36.44561018347191
ENSG00000011454	RABGAP1	26.48578854626888	58.506530022131024
ENSG00000011465	DCN	0.03777734796620463	0
ENSG00000011478	QPCTL	12.761065161634118	18.162685335689606
ENSG00000011485	PPP5C	34.238864355046296	35.39358766594901
ENSG00000011523	CEP68	10.46857933594579	5.284203903000586
ENSG00000011566	MAP4K3	46.15672738399479	37.46769032966125
ENSG00000011590	ZBTB32	0	0.5544845283199697
ENSG00000011600	TYROBP	0	0
ENSG00000011638	TMEM159	16.885839503378794	35.826174573480664
ENSG00000011677	GABRA3	0	0
ENSG00000012048	BRCA1	58.748221975742815	40.397862548987774
ENSG00000012061	ERCC1	69.36952917673948	38.3796900980727
ENSG00000012124	CD22	0	13.356557265351555
ENSG00000012171	SEMA3B	14.977107298766628	51.65896252229288
ENSG00000012174	MBTPS2	11.25376912620354	11.47023743285401
ENSG00000012211	PRICKLE3	34.94830480401412	24.20415817787453
ENSG00000012223	LTF	0	0
ENSG00000012232	EXTL3	25.734738132723407	9.836717711431275
ENSG00000012504	NR1H4	0	0
ENSG00000012660	ELOVL5	186.97699730232617	98.95748052451572
ENSG00000012779	ALOX5	0.1301140990138957	23.608454751811117
ENSG00000012817	KDM5D	0.3077199129167268	0.1623081626805787
ENSG00000012822	CALCOCO1	9.217804517351023	25.086613266748852
ENSG00000012963	UBR7	43.618867259027574	42.13321887815197
ENSG00000012983	MAP4K5	46.175991110016724	44.74733803741237
ENSG00000013016	EHD3	21.25131463165049	16.344296608430746
ENSG00000013275	PSMC4	127.48183682647172	160.00529521169557
ENSG00000013288	MAN2B2	19.69010314061373	9.148558507828138
ENSG00000013293	SLC7A14	0	0
ENSG00000013297	CLDN11	0	6.874983069139678
ENSG00000013306	SLC25A39	323.59627353818047	141.2792820545723
ENSG00000013364	MVP	75.63207767155059	77.45056023783465
ENSG00000013374	NUB1	43.052353146272196	48.538659495346536
ENSG00000013375	PGM3	65.90106161752469	23.242993581805198
ENSG00000013392	RWDD2A	10.110949777538144	4.375846562525118
ENSG00000013441	CLK1	40.27169783734342	23.27154762797449
ENSG00000013503	POLR3B	40.76015653423364	27.6116098245461
ENSG00000013523	ANGEL1	24.061979638968232	18.598371241190712
ENSG00000013561	RNF14	25.691990290949143	30.490533828190358
ENSG00000013563	DNASE1L1	23.38493759686304	22.313638887839947
ENSG00000013573	DDX11	11.996942559066039	13.38933800711501
ENSG00000013583	HEBP1	30.738227330667964	38.970714854051415
ENSG00000013588	GPRC5A	29.72906749755765	437.48303706693656
ENSG00000013619	MAMLD1	0.08145780284018646	0.25779156486175164
ENSG00000013725	CD6	1.058951436922424	1.0311662594470066
ENSG00000013810	TACC3	99.25086730156927	31.998377988464924
ENSG00000014123	UFL1	38.70629286946526	28.198614662670124
ENSG00000014138	POLA2	35.25942108939603	31.026020711134695
ENSG00000014164	ZC3H3	43.05622355012759	27.169890503204737
ENSG00000014216	CAPN1	161.2183110828113	297.0303558224881
ENSG00000014257	ACPP	0.46298649112504736	5.494593883065763
ENSG00000014641	MDH1	180.22210761790635	102.08700953434099
ENSG00000014824	SLC30A9	24.51817856089526	26.714770384279642
ENSG00000014914	MTMR11	11.41693828071395	9.59045264912388
ENSG00000014919	COX15	81.91394313428077	47.311942173033124
ENSG00000015133	CCDC88C	17.02896804638003	7.951954871107329
ENSG00000015153	YAF2	5.194000217855188	4.865146870097813
ENSG00000015171	ZMYND11	35.62106683890419	72.15936107889299
ENSG00000015285	WAS	0.20383267086175175	0.21502479958649254
ENSG00000015413	DPEP1	0	0
ENSG00000015475	BID	45.956381714910215	36.04315721237794
ENSG00000015479	MATR3	1.236813428445033	1.1307615734965517
ENSG00000015520	NPC1L1	0	0.19496346070656465
ENSG00000015532	XYLT2	32.99362558986132	26.38462746417283
ENSG00000015568	RGPD5	0	0
ENSG00000015592	STMN4	0	0
ENSG00000015676	NUDCD3	28.50621972284857	42.2721576115783
ENSG00000016082	ISL1	1.3471910876386701	2.3093902226234224
ENSG00000016391	CHDH	1.0009292896557485	5.147457557309129
ENSG00000016402	IL20RA	0.6156349970255783	0.21647951281836733
ENSG00000016490	CLCA1	0	0
ENSG00000016602	CLCA4	0	0
ENSG00000016864	GLT8D1	41.10784897826298	23.61725474676379
ENSG00000017260	ATP2C1	98.79415781694836	69.17919572614565
ENSG00000017427	IGF1	0	0
ENSG00000017483	SLC38A5	2.0554397156131357	165.55613205392117
ENSG00000017797	RALBP1	135.68451904719595	69.81931682399737
ENSG00000018189	RUFY3	10.404129733912857	14.401252646109617
ENSG00000018236	CNTN1	0.45345423455056283	2.3917634374720182
ENSG00000018280	SLC11A1	0.1678165938180605	0
ENSG00000018408	WWTR1	24.401845273164682	18.925939483014552
ENSG00000018510	AGPS	53.55508218359826	42.67914017809661
ENSG00000018607	ZNF806	0	0
ENSG00000018610	CXorf56	57.561872221891576	36.71131738211479
ENSG00000018625	ATP1A2	0	0
ENSG00000018699	TTC27	76.64639605302385	39.86485521451454
ENSG00000018869	ZNF582	0	0
ENSG00000019102	VSIG2	0	0.35752377640742933
ENSG00000019144	PHLDB1	27.682460416616728	17.559187258194545
ENSG00000019169	MARCO	0	3.44763668562585
ENSG00000019186	CYP24A1	5.1318415789317475	59.6787472654955
ENSG00000019485	PRDM11	5.877886240174103	5.907110627654124
ENSG00000019505	SYT13	0	0.09439049554119447
ENSG00000019549	SNAI2	149.29823124624247	153.90630885249388
ENSG00000019582	CD74	4.725217735231394	363.07707285403916
ENSG00000019991	HGF	0	0
ENSG00000019995	ZRANB1	40.81496696449237	37.07604484430175
ENSG00000020129	NCDN	80.93695001909728	34.256551094423294
ENSG00000020181	ADGRA2	4.948795132583463	7.033208134555666
ENSG00000020219	CCT8L1P	0	0
ENSG00000020256	ZFP64	35.30523438113648	22.463346102521037
ENSG00000020426	MNAT1	31.894618289196654	29.407047507122225
ENSG00000020577	SAMD4A	11.445229592059611	12.788834062111206
ENSG00000020633	RUNX3	1.287620400588541	10.413798894322433
ENSG00000020922	MRE11	27.393849104652702	30.962144912755758
ENSG00000021300	PLEKHB1	1.5741352988342376	0.3113566072260929
ENSG00000021355	SERPINB1	67.2930438975648	140.1557913702898
ENSG00000021461	CYP3A43	0	0
ENSG00000021488	SLC7A9	0	0
ENSG00000021574	SPAST	28.302125293273853	20.427892182162147
ENSG00000021645	NRXN3	0	0
ENSG00000021762	OSBPL5	0.1950143005579283	4.731611210723986
ENSG00000021776	AQR	25.328198259995023	15.895113844063001
ENSG00000021826	CPS1	0.9293864215278265	0
ENSG00000021852	C8B	0	0
ENSG00000022267	FHL1	82.30383930970518	13.488727622951362
ENSG00000022277	RTFDC1	102.6076005974533	74.72326122435521
ENSG00000022355	GABRA1	0	0
ENSG00000022556	NLRP2	0.0768771723937638	32.84484228817562
ENSG00000022567	SLC45A4	10.768725320686535	7.553520454526107
ENSG00000022840	RNF10	154.02991127859158	209.77857279800247
ENSG00000022976	ZNF839	12.06802449297576	10.53256091212441
ENSG00000023041	ZDHHC6	66.81643652349646	47.67314372667773
ENSG00000023171	GRAMD1B	0.13920137367613106	0.03671117509073848
ENSG00000023191	RNH1	111.36030609337375	72.48452751821509
ENSG00000023228	NDUFS1	46.562456686647785	19.113475211890364
ENSG00000023287	RB1CC1	96.49152228933053	51.63441480266014
ENSG00000023318	ERP44	38.7940520512712	43.24461466920682
ENSG00000023330	ALAS1	92.0511074384072	44.41415241301125
ENSG00000023445	BIRC3	12.459143221483556	106.78043455368555
ENSG00000023516	AKAP11	21.624386137121903	33.70151746204451
ENSG00000023572	GLRX2	53.42691245036321	40.989454174600176
ENSG00000023608	SNAPC1	46.41291403906064	41.6364436476411
ENSG00000023697	DERA	50.853384535128555	74.34784871581442
ENSG00000023734	STRAP	396.64556305045164	241.9777837933666
ENSG00000023839	ABCC2	0.8566401608697273	2.053811167423936
ENSG00000023892	DEF6	59.879070745404675	35.405670890183586
ENSG00000023902	PLEKHO1	5.396613559861944	0.7798538428262586
ENSG00000023909	GCLM	51.03977599879034	27.771285988512727
ENSG00000024048	UBR2	25.583905500449458	17.316769264345723
ENSG00000024422	EHD2	248.78658172985013	142.38177062621557
ENSG00000024526	DEPDC1	58.528424728513485	32.60539328905911
ENSG00000024862	CCDC28A	36.069320506997386	19.024914849147027
ENSG00000025039	RRAGD	0.1913744437388923	0.30282376645234943
ENSG00000025156	HSF2	30.714535815704323	15.537332317122864
ENSG00000025293	PHF20	29.64173944086573	16.917190891670824
ENSG00000025423	HSD17B6	13.884754976196747	7.886924152086425
ENSG00000025434	NR1H3	10.599433783997632	10.390825589900809
ENSG00000025708	TYMP	4.677837005511624	82.96446919418857
ENSG00000025770	NCAPH2	69.28833199877991	65.63769843787675
ENSG00000025772	TOMM34	307.153197897667	240.3447518357637
ENSG00000025796	SEC63	73.24816161186594	44.17989628872017
ENSG00000025800	KPNA6	62.35265926982346	62.49094995394326
ENSG00000026025	VIM	22.487944134920042	6.0547531827727346
ENSG00000026036	RTEL1-TNFRSF6B	1.3885488364666712	0.7616917626002178
ENSG00000026103	FAS	56.427188518484876	45.05371620775861
ENSG00000026297	RNASET2	7.175427396750869	5.42586652794067
ENSG00000026508	CD44	113.69464934296845	289.9676023025494
ENSG00000026559	KCNG1	1.9637967564981202	13.748061611376507
ENSG00000026652	AGPAT4	3.7081553751354397	3.444687971389085
ENSG00000026751	SLAMF7	0.10041911635047193	4.555117743857618
ENSG00000026950	BTN3A1	22.835763261762732	20.674632542033223
ENSG00000027001	MIPEP	19.373137701135605	28.701803091502438
ENSG00000027075	PRKCH	16.74866377044348	11.565766320271575
ENSG00000027644	INSRR	0.09514322472492275	0
ENSG00000027697	IFNGR1	144.40843089506055	152.1385346289363
ENSG00000027847	B4GALT7	30.8315221144171	30.13445785802258
ENSG00000027869	SH2D2A	3.67085437783232	8.763886964993578
ENSG00000028116	VRK2	60.99418207207963	51.357898213460935
ENSG00000028137	TNFRSF1B	0.38054803135533005	23.81897033746683
ENSG00000028203	VEZT	68.77801260116388	43.439159247101855
ENSG00000028277	POU2F2	1.230433041710991	0.3386071744811103
ENSG00000028310	BRD9	30.675092095665246	35.568610718477515
ENSG00000028528	SNX1	26.44974837510592	29.891327331555782
ENSG00000028839	TBPL1	21.47799293883078	18.6948253220958
ENSG00000029153	ARNTL2	65.19195228180973	107.62965805428385
